Name,Job Title,Company,Profile Link
Brian Iacaponi,CEO,F15 Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk1MDE=
Olga Iarovenko,Head of Sales,Takeads,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMTQ2MjA=
Daniel Ibrahim,Head of Product,Synatix GmbH,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NjA4NDc=
Carl Ihenacho,Marketing Executive,Kinetiq Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4NTY0NTI=
elliott imalele,affiliate manager,ruby life inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MzgzMDM=
James Inghram,Senior Operations Strategist,Progressive Insurance,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNTY4MDU=
Russell Ingram,Owner,Vantage Movers,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5OTIyOTM=
Blake Innes,Business Development,Ridgeline Interactive,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgyMTM=
Alan Intrator,President,Interbill Inc.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODQ0NDQ=
Alina Ionciu,Chief Partnerships Officer,theMarketer,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MDU0Mzg=
Cristian Ionescu,Founder,Witanalytica & Catstats.ai,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3ODY1MTI=
Anastasia Ionescu,Co-Founder,Witanalytica & Catstats.ai,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3ODY1MDM=
Dragos Ionita,Ceo,Laid Back Advertising Srl,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzOTg2MjQ=
Feroze Iqbal,Account Executive,Darwill,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMDc0MDI=
MOHAMMAD AQUIB IQBAL,General Manager,8TH FLOOR MEDIA FZCO,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc2NzA=
Ryan Irvine,Head of Global Sales,AdPolice,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMTM4NDQ=
Rachel Irwin,Influencer Acquisition Manager,Rakuten Advertising,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NTM1MDk=
Vanessa Isaacson,Director of Account Development,AvantLink,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMjk4ODA=
Tyler Isidore,"Partner Manager, Affiliate Partnerships",Thrasio,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA4Nzc=
Moshe Israel,CEO,Powered By The People,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI0OTk=
Manish Israni,"Senior Vice President, New Business",Telebrands Corporation,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNDYxNzA=
Erika Itzkovitz,Customer Account Manager,Ringba,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MzIwMjc=
Diana Iunisova,Business Development Manager,LeadsGate,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4MjY3ODk=
Edwin Ivanauskas,Chief Operations Officer,Terra Lake Data,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNTg5NzM=
Ivan Ivanov,Cheif Revenue Officer,Honos Circle,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzODQyNjg=
Vlad Ivanov,Affiliate Team Lead,Adstart Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NjA1OTI=
Nate Ivie,"RVP, Sales",impact.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MTY1Njk=
Allegra Jacchia,Business Development & Partnerships,TikTok LIVE,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3MzcxMzU=
Harry Jackson,Media Buyer,Stature Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNTUyNjM=
Tom Jackson,Director,Stature Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNzg5Nzg=
Heather Jackson,VP Client Services,SocialTrend.ai,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNjY3NTY=
Thomas Jackson,Solicitor,Staploe Solicitors LLP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NjIxMTI=
Simon Jackson,Marketing Director,Carlitos media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NDU0NjQ=
Joshua Jackson,sales managert,Best Phone Numbers,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4NTI4NjE=
Nick Jackson,Co-Founder,Stature Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTExMDk=
Eli Jacob,VP Growth,schemathics,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMDQ3MTY=
Melanie Jacobs,Business Development,White Label MD,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzcwMDU3MjQ=
Lorraine Jacobs,Director of Business Development,Forbes Advisor,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NjA1OTQ=
James Jacobs,Chief Executive Officer,"DollarDays International, Inc.",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3NDM5OTk=
Josh Jacobs,CEO,Stacked Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI3MDg=
Mark Jacobs,Director of Affiliate Success,Ideal LIving,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NDI2ODQ=
Sheena Jacobson,"SVP, Sales",Flatiron Media LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNDY3MDE=
Michael Jacobson,Managing Director,Media Nova,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzY2NDI=
Spencer Jacobson,Affiliate Manager,Birch Gold Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NjI2NjY=
Connie Jacoby,"Director, Publisher",Walker Advertising,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NjYwMzg=
Michael Jaconi,"Co-founder, CEO",Button,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDYzNDQ=
Chinmay Jain,CTO,Celeris,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyODQxMjU=
Parnika Jain,Media Buyer,9X Traffic LLP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNzUwMTc=
Atul Jain,Owner,Wiseradvisor,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3NDIzMDU=
Parul Jain,Media Buyer,9x Traffic Llp,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzOTg2NDk=
Abhishek Jain,Media Buyer,Creative Lipi Webtech Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI3MTE=
Ankit Jain,AM,BMI,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI2OTg=
Rupal Jain,Partner,9X Traffic LLP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg0MDc=
Asheesh Mani Jain,Partner,9X Traffic LLP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODY5MDI=
Alex William Jakimtschuk,COO / Media Buyer,B-452 Holdings INC.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzOTkyMjI=
Adéla Jakoubková,Customer Success Manager,Trackdesk,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4MjUxMTY=
PIOTR JAKUBCZAK,MANAGER,QUALITY ONLINE SERVICES,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc3OTc=
Zymantas Jakumas,CMO,Adtractive,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODE3NjE=
Heather James,Portfolio Director,Affiliate Summit,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzMxNTg=
Michael James,CEO,Tux Cat Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA4ODA=
Sam Jameson,COO,AKD Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNTg0NjQ=
Rowan Jamieson,VP of Sales,Penny Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NDEwOTA=
Kristina Janaviciute,Senior Partnerships Manager,Proton AG,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgzMzU=
Jamie Jangula,Vp biz dev,Mediadealer LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODcwMDk=
Gregor Janik,Co-CEO,Firstlead GmbH,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4MTU2ODQ=
Ann-Christin Janik,Publisher,adnamics GmbH,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4MzQzNjA=
Kari Jansson,Director of Strategic Partnerships,The Millennium Alliance,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3NDg5MzI=
Matthew Janusz,"VP, Head of CPA/Affiliate",tvScientific,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAyNTU=
Joanna Jardeleza,"VP, Marketing Operations","Ratespecial Interactive, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg2Mzg=
Marija Jasinskiene,Affiliate Marketing Manager,Surfshark,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NTExNDg=
Tautvydas Jasiukevicius,Senior Affiliate Manager,Omnisend,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NDM0NDU=
Vilius Jastremskas,Senior Partnerships Manager,Surfshark,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NTExNDU=
Grant Javurek,"Senior Strategic Account Manager, Merchant Partnerships",PerkSpot,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MzExMzY=
Bilal Jawed,Senior Affiliate Manager,Puffy,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk0NzI=
Aarthi Jay,Director of Media Operations,Engage Logic Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgxNTY=
Neal Jean,CEO,Beacons.ai,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NDYyNDY=
Frederic Jean-Bart,CEO,Performance Partners,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyOTgwMDQ=
Anna Jefferis-Lewis,President & COO,Intelsio,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NDY3MDg=
Kendra Jeffery,"Senior Manager, Partnerships",Forbes Advisor,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MzkxMjQ=
Sloane Jeffrey,"Manager, Business Development & Emerging Markets",Buyerlink,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc2OTA=
Bogdan Jeglinschi,Ceo,Next gen mobile llc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MzU3NDU=
Jelena Jeknic,Marketing Director,Outbrain,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4MzcyNjI=
Maria Jelenska,Affiliate Account Manager,Future (Marie Claire & Who What Wear),/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MzU3NTM=
Tamara Jelic,"VP, Business Development & Communications",Coinis,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2MjE0MzY=
Ethan Jenkin,Director of Business Development,Elevarus,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5NTYxNTA=
Eric Jenkins,CEO,LookMeds,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NTYwNDA=
Jeff Jenkins,Partner Marketing Specialist,DaBella,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NTY4MTI=
Lynn Jenkins,Owner,"SATELLITE COUNTRY, INC.",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODkzMjg=
Caleb Jenkins,"Manager, Business Development",Corpay,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgzMjk=
Rusty Jenkins,Director Of Marketing,Ran Wild Productions,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgzMTQ=
Brett Jenner,Senior Partner Executive,Perform[cb],/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU1OTkwMDc=
Jennifer Jennifer,Affiliate,JL Premier Consulting,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAxMTg=
Reginald Jennings Jr,Founder,ECOM FAMILY ACADEMY,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk4MzI=
Jimmy Jensen,Account Coordinator,Atolls (formerly Global Savings Group),/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI1MDI=
Crystal Jeong,VP of Affiliate Strategy,Paul Street,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzNzAxOTc=
leo jeremias,CEO,Tris Technologies,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyOTY0MDg=
leo jeremias,CEO,Tris Technologies,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxODMyNzM=
Skylar Jewell,Head of Partnerships,REASON,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNTIwODI=
Haley Jezierski,Account Manager,Tapstone,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc5NDg=
Sunil Jhamb,Founder & CEO,CelerisPay & Whitelabel Payments,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyODQxMjc=
Amanda Jimmerson,Senior Account Manager,tvScientific,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NjUxMzE=
Dave Daeyeon Jin,CSO,Moment Studio,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3NTYzMTM=
Jiasheng Jin,marketing manager,MediaGo,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2MjIyODc=
Jaswant Kumar Jivan,Founder,Stardom Media Online Services Private Limited,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3Njg2OTc=
Mehul Jobanputra,Co-Founder,Cuelinks.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg0MDE=
Rachael John,"VP, Sales",Ignite Media Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg1MzY=
Ava Johns,Affiliate Marketing and Events Specialist,TurboTenant,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMDU1MjE=
Joe Johnson,Founder,JSquare Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNDMwNjM=
Stephanie Johnson,Chief Marketing Architect,Dr. Alicia Newsome,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyOTk5OTA=
Zac Johnson,President,Blogging.org,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNzg5NjU=
Cameron Johnson,Business Development Manager II,Tango,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNjQzNDk=
Brandee Johnson,Owner/President,LimeLight Marketing,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNDQ4MTc=
Ross Johnson,Director of Fintech Sales,MoneyLion,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODU3MDM=
Patrick Johnson,Partner,MMG Digital,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzQ0NDY=
Christopher Johnson,Associate Director ISO & Agent Sales,Paysafe,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3OTU4OTk=
Keesha Johnson,Sales,Full Service Funnels,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3NDc4Nzc=
Darnell Johnson,Affiliate Manager,SB Digital Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDcxMDU=
Scott Johnson,Vice President of Business Development,BeFrugal,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzOTQ5ODI=
Kathryn Johnson,Owner/CEO Affiliate,Thrifty Mama Deal Finder LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5OTA2ODE=
Michael Johnson,CEO,Resolve,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MzUzOTQ=
Craig Johnson,"Senior Director, Publisher Development",Connexity/Skimlinks,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTE5NjY=
Chris Johnson,Chief Marketing Officer,intent.ly,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4MDAzMDQ=
Greg Johnson,Founder / CEO,Advertise Purple,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgwNTk=
Max Johnson,Founder / CEO,Jamdesk,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg0MDk=
Drew Johnson,Senior Director of Business Development,Everflow,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc3NTQ=
Harrison Johnston,Account Manager,Lead Prosper,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODcyNDg=
Christopher Johnston,CEO,TapNav Ltd,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2OTgyNzA=
Julie Johnston,Director Enterprise Sales,eLocal,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAxMjI=
Kat Johnston,Executive Assistant,Noble Gold Investments,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA0ODI=
Chris Johnstone,Partner,MMG Digital,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzQ0NDc=
Daniel Jokinen,MEDIA BUYER,DJDM INC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODUwMzM=
Kenny Jones,CEO,Phatlogic,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMTc2OTQ=
Tim Jones,Director of Business Development,Common Acquire,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMTc2Mjg=
Danny Jones,Business Manager,Capital One,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxNjk0MDA=
Paige Jones,Product Manager,Capital One Shopping,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxNjI1ODA=
Dustin Jones,Ceo,uBuyFirst,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzOTg2MTI=
Coco Jones,Head of Partnerships,Metrik Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MzE3Mzk=
Adam Jones,Director,Metrik Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI1Mzc=
Andrew Jones,"Head of Accounts, Marketplace",Besitos Marketplace,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3Mjc5NTY=
Jake Jones,"Senior Manager, Performance Marketing",CarGurus,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU2MjQ5NTM=
Latanya Jones,Serial Entrepreneur,LRJ Worldwide Enterprises,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA2MzU=
Eleanor Jordan,Senior Partnerships Manager,Viator,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMDkyODY=
Xavier Jordan,Affiliate Manger 2,HighLevel,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NjcxOTY=
Angie Jordan,Caricature Artist,Tipalti,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MTUwMDA=
Christoph Jordan,Managing Director,Maxume Media GmbH,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgzNzk=
Richard Jordan,Head of Business Development,Bankrate,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc1OTY=
Jackie Jorge,Affiliate PR Strategist,Jackie Jorge,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgwNTY=
Lasse Jorgensen,Client Manager,Bazoom Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MTU5OTc=
Ashley Joseph,Head of Partnerships,Good Ranchers Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDcwNzE=
Sagar Joshi,AVP,Affinity Global Inc.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODIzOTI=
Monika Jovarauskaite,Affiliate & Influencer Manager,Omnisend,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NDM0NDA=
Enric Jover,Marketing,Eonian Tec,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAxMTY=
Nick Joy,Ecommerce Marketing Manager,Stanley 1913,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NjQ0ODY=
Damian Juarez-Mrazek,Founder,"Partnership Professionals, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMTc3NzI=
Christian Julia,Client Development Manager,CJ,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzUwMDk=
Elhmali Jumah Elhmali,Affiliate,EJCOM LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc3MzI=
John Jung,"VP, Partnerships",Newfold Digital,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MjA0NzI=
Harry Jung,CEO,Momomedia,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI2MzQ=
Justice Junior,CEO,RITE DEALS OFFERS,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwOTYyNDA=
Rokas Juozapavicius,Senior Affiliate Manager,"IMPACT BRANDS, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxNzcwMzE=
Steven Jurado,Director - Digital Partners,Spectrum,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMTEzNDA=
John Jurjevic,Head of Mid-Market Sales - Americas,Awin and ShareASale,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMjY0ODA=
Paul Jursinic,Ceo & Co-Founder,"Goodclicks Digital, Llc",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTI3MDY=
Line Juster,Associate Account Director,Acceleration Partners,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3MzQ5NDY=
Zubair Jutt,Affiliate,Codiwaves,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU1NzgzMTE=
George K,President,Growing Search,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODkyNDg=
Ryan Kader,President,Loanz USA Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTA5MzA=
Luke Kadillak,Senior Solutions Consultant,CAKE,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzU4MjE=
Andrew Kadinger,Marketing Manager,Concora Credit,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwODM5NzE=
Zaur Kadokhov,CEO,Dialics,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODQ0MzQ=
Irina Kadokhova,CSO,Dialics,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NjA1OTU=
Lev Kadyshevitch,CEO,Mobilitr Ltd,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3ODMzNjE=
Eddie Kagemana,Sr Manager Business Development,Upyield,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDMyMTQ=
Rich Kahn,CEO and Co-Founder,Anura.io,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NTM5NDU=
Malek Kaid,Co-Owner,5 Borough Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MjI1ODk=
Bianca Kaiser,Affiliate Manager,B2Direct LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTEwMDE=
Rahul Kaitheri,"Senior Director, Technology",Lowe's,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MjU5Njk=
Ankit Kala,Sr Manager Operations,Servingminds Online Solutions LLP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg4ODE=
Sureshkumar Kalathiya,Head of Media Buying,EBS Media LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAxNjY=
Isha Kalathiya,Media Buyer,EBS Media LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAxNTY=
Berhan Kaleb,Media Buyer,Boomerang Ads Solutions,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5NDc2Nzk=
Dado Kalem,Director of Operations/QA Manager,Chargebacks911,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzQxMDE=
Michelle Kalinowski,"Director, Affiliate",NYMO & Co.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxNzU5NDk=
Jason Kalish,Partner Sales & Development,Affiliate.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMDg5NzQ=
Jason Kalish,Director of Growth,Onnit,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MTYyODg=
Paul Kalka,Director of Growth,Onnit,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MjkyMzc=
Marissa Kalkar,Business Analyst,Capital One Shopping,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMTIzODE=
Sven Kaltenegger,Chief Marketing Officer,HighRoller,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMDA1Mjk=
Axel Kaltz,Chief Commercial Officer,Team Internet AG,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU1NzU4MDY=
Daniel Kamen,Founder/Managing Director,Serial Scaling,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2OTc2NTY=
Gary Kamen,"Technical Manager, Affiliates",Shopify,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5ODkwMzI=
